pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SI,9/11/15,95.5,-2.87,6.13,"Arrieta, Jake",429667,453562,,ball,,,,,13,Ryan Howard lines out to right fielder Austin Jackson.,R,L,R,PHI,CHC,B,,,0,0,2015,-1.66,1.11,-0.2,0.88,,,,1,2,Bot,,,,,424325,,150911_173603,11.579,-138.016,-11.386,-23.541,32.717,-15.737,3.81,1.8,,,,95.1,2220,6.7,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,13,1,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,,0,0.024
SI,9/11/15,95.5,-2.99,6.25,"Arrieta, Jake",425796,453562,field_out,hit_into_play,,,,,5,"Jeff Francoeur grounds out, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,R,R,PHI,CHC,X,1,ground_ball,0,0,2015,-1.33,0.9,-0.22,2.75,,,,0,2,Bot,128.63,180.92,,,424325,,150911_173522,11.102,-138.421,-5.971,-19.357,31.97,-19.64,3.43,1.61,14,72.6,-10,95.6,2199,6.7,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.107,0.1,0,1,0,0,2,12,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,-0.023,-0.224
FF,9/11/15,96.1,-3.04,6.26,"Arrieta, Jake",546318,453562,strikeout,swinging_strike,,,,,12,Odubel Herrera strikes out swinging.,R,L,R,PHI,CHC,S,2,,0,2,2015,-0.47,1.62,0.27,3.89,,,,2,1,Bot,,,,,424325,,150911_172551,10.629,-139.508,-4.597,-8.535,33.46,-10.482,3.36,1.59,,,,96.3,2406,6.8,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,0,1,0,0,,8,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,-0.01,-0.06
SL,9/11/15,92.3,-3.04,6.15,"Arrieta, Jake",546318,453562,,swinging_strike,,,,,9,Odubel Herrera strikes out swinging.,R,L,R,PHI,CHC,S,,,0,1,2015,0.48,0.47,0.68,1.72,,,,2,1,Bot,,,,,424325,,150911_172524,9.14,-134.063,-6.993,3.843,27.429,-25.338,3.36,1.59,,,,92.2,2552,6.3,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,8,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.022
SI,9/11/15,95.8,-2.79,6.3,"Arrieta, Jake",546318,453562,,called_strike,,,,,1,Odubel Herrera strikes out swinging.,R,L,R,PHI,CHC,S,,,0,0,2015,-1.37,0.8,-0.31,2.88,,,,2,1,Bot,,,,,424325,,150911_172503,10.433,-138.988,-5.573,-19.921,31.448,-20.902,3.36,1.59,,,,95.4,2259,6.3,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,8,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.016
SL,9/11/15,89.7,-3.39,5.97,"Arrieta, Jake",520471,453562,field_out,hit_into_play,,,,,14,"Freddy Galvis grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,L,R,PHI,CHC,X,3,ground_ball,2,2,2015,0.65,-0.19,0.75,0.83,,,,1,1,Bot,152.11,163.13,,,424325,,150911_172416,9.62,-130.213,-6.774,5.342,26.595,-33.143,3.13,1.42,6,66.9,-10,89.1,,6.1,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.067,0.06,0,1,0,0,2,7,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,-0.016,-0.137
SI,9/11/15,96.4,-2.81,6.18,"Arrieta, Jake",520471,453562,,foul,,,,,8,"Freddy Galvis grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,L,R,PHI,CHC,S,,,2,1,2015,-1.41,0.9,0.2,1.89,,,,1,1,Bot,,,,,424325,,150911_172355,12.115,-139.641,-8.378,-21.078,33.293,-18.902,3.13,1.42,234,89.5,19,95.9,2190,6.4,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,7,4,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.042
CU,9/11/15,82.9,-3.01,6.08,"Arrieta, Jake",520471,453562,,ball,,,,,14,"Freddy Galvis grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,L,R,PHI,CHC,B,,,1,1,2015,0.72,-1.61,1.3,-1.66,,,,1,1,Bot,,,,,424325,,150911_172331,9.132,-120.138,-8.422,4.451,29.847,-45.44,3.13,1.42,,,,81.3,2862,6.2,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,7,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.031
CU,9/11/15,81.6,-3.16,6.34,"Arrieta, Jake",520471,453562,,ball,,,,,14,"Freddy Galvis grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,L,R,PHI,CHC,B,,,0,1,2015,1.05,-1.44,0.41,0.84,,,,1,1,Bot,,,,,424325,,150911_172314,6.526,-118.57,-3.122,8.314,25.283,-45.041,3.13,1.42,,,,80.6,2758,6.1,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,7,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.017
SI,9/11/15,95.9,-3.03,6.14,"Arrieta, Jake",520471,453562,,called_strike,,,,,1,"Freddy Galvis grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,L,R,PHI,CHC,S,,,0,0,2015,-1.1,0.8,-0.64,2.87,,,,1,1,Bot,,,,,424325,,150911_172300,9.528,-139.259,-5.199,-16.2,30.495,-20.907,3.13,1.42,,,,96,2328,6.5,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,7,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.025
SL,9/11/15,92.9,-3.18,6.02,"Arrieta, Jake",514917,453562,strikeout,swinging_strike,,,,,14,Cesar Hernandez strikes out swinging.,R,L,R,PHI,CHC,S,2,,3,2,2015,0.35,0.58,0.08,1.09,,,,0,1,Bot,,,,,424325,,150911_172228,8.215,-134.863,-8.782,2.697,25.067,-23.663,3.29,1.53,,,,93.4,2418,6.5,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,0,1,0,0,,6,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,-0.021,-0.29
CU,9/11/15,82.8,-3.01,6.12,"Arrieta, Jake",514917,453562,,ball,,,,,14,Cesar Hernandez strikes out swinging.,R,L,R,PHI,CHC,B,,,2,2,2015,1.08,-1.8,0.42,-1.21,,,,0,1,Bot,,,,,424325,,150911_172201,6.21,-120.129,-7.07,8.759,27.758,-47.755,3.29,1.53,,,,81,2826,5.8,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,6,5,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.089
FF,9/11/15,96,-3.03,6.24,"Arrieta, Jake",514917,453562,,swinging_strike,,,,,1,Cesar Hernandez strikes out swinging.,R,L,R,PHI,CHC,S,,,2,1,2015,-0.97,1.49,-0.66,2.78,,,,0,1,Bot,,,,,424325,,150911_172143,9.184,-139.333,-7.387,-14.6,32.034,-11.57,3.29,1.53,,,,96.3,2250,6.7,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.062
FF,9/11/15,95.9,-3.01,5.97,"Arrieta, Jake",514917,453562,,called_strike,,,,,8,Cesar Hernandez strikes out swinging.,R,L,R,PHI,CHC,S,,,2,0,2015,-1.16,1.5,0.06,1.61,,,,0,1,Bot,,,,,424325,,150911_172127,11.563,-138.795,-9.9,-17.473,32.784,-11.065,3.29,1.53,,,,95.3,2316,6.5,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,6,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0,-0.056
SI,9/11/15,95.8,-2.87,6.05,"Arrieta, Jake",514917,453562,,ball,,,,,13,Cesar Hernandez strikes out swinging.,R,L,R,PHI,CHC,B,,,1,0,2015,-1.24,1.32,-0.47,0.77,,,,0,1,Bot,,,,,424325,,150911_172111,9.872,-138.567,-12.035,-18.133,33.99,-12.766,3.29,1.53,,,,94.9,2342,6.4,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.062
SI,9/11/15,94.5,-2.9,6.29,"Arrieta, Jake",514917,453562,,ball,,,,,11,Cesar Hernandez strikes out swinging.,R,L,R,PHI,CHC,B,,,0,0,2015,-1.09,1.29,-1.37,3.48,,,,0,1,Bot,,,,,424325,,150911_172057,6.958,-137.318,-4.742,-15.266,34.055,-15.255,3.29,1.53,,,,94.2,2265,6.5,415749,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,6,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.033
SI,9/5/15,94.6,-3.2,6.04,"Arrieta, Jake",594838,453562,field_out,hit_into_play,,,,,1,"Phil Gosselin grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,CHC,AZ,X,3,ground_ball,1,1,2015,-1.07,0.42,-0.45,3.08,,,,2,8,Top,143.31,169.23,,,424325,,150905_154203,10.338,-137.304,-3.179,-15.494,27.559,-26.503,3.42,1.6,14,89.8,-12,94.5,2166,6.4,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.193,0.187,0,1,0,0,2,56,3,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0.013,-0.092
SI,9/5/15,94.5,-2.85,6.03,"Arrieta, Jake",594838,453562,,ball,,,,,14,"Phil Gosselin grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,CHC,AZ,B,,,0,1,2015,-1.5,0.25,1.4,2.44,,,,2,8,Top,,,,,424325,,150905_154145,15.535,-136.557,-4.42,-21.951,30.15,-28.38,3.42,1.6,,,,93.5,2166,6.3,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,56,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.01
SI,9/5/15,94.2,-3.21,6.2,"Arrieta, Jake",594838,453562,,foul,,,,,11,"Phil Gosselin grounds out, first baseman Anthony Rizzo to pitcher Jake Arrieta.",R,R,R,CHC,AZ,S,,,0,0,2015,-1.3,0.9,-1.05,3.12,,,,2,8,Top,,,,,424325,,150905_154123,9.204,-136.772,-4.512,-18.259,32.6,-20.317,3.42,1.6,,,,93.1,2253,6.2,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,56,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.016
SL,9/5/15,91.9,-3.4,5.97,"Arrieta, Jake",572008,453562,field_out,hit_into_play,,,,,6,Chris Owings flies out to right fielder Austin Jackson.,R,R,R,CHC,AZ,X,9,fly_ball,2,2,2015,0.48,0.7,0.64,2.12,,,,1,8,Top,190.57,116.88,,,424325,,150905_154029,9.998,-133.475,-5.836,3.633,26.762,-22.966,3.16,1.45,250,78,38,91,2386,5.9,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.013,0.012,0,1,0,0,3,55,6,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0.023,-0.137
SI,9/5/15,94.4,-3.08,6.29,"Arrieta, Jake",572008,453562,,ball,,,,,11,Chris Owings flies out to right fielder Austin Jackson.,R,R,R,CHC,AZ,B,,,1,2,2015,-1.2,0.98,-0.61,4.25,,,,1,8,Top,,,,,424325,,150905_154008,9.864,-137.065,-1.851,-17.179,30.566,-19.796,3.16,1.45,,,,94.1,2264,6.4,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,55,5,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.028
SI,9/5/15,95.7,-3.11,6.09,"Arrieta, Jake",572008,453562,,foul,,,,,11,Chris Owings flies out to right fielder Austin Jackson.,R,R,R,CHC,AZ,S,,,1,2,2015,-1.03,1.07,-0.67,3.51,,,,1,8,Top,,,,,424325,,150905_153938,9.488,-138.998,-3.845,-15.33,30.782,-17.828,3.16,1.45,,,,95.2,2326,6.3,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,55,4,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,0
SL,9/5/15,93.6,-2.99,5.87,"Arrieta, Jake",572008,453562,,ball,,,,,14,Chris Owings flies out to right fielder Austin Jackson.,R,R,R,CHC,AZ,B,,,0,2,2015,0.4,0.94,3.1,0.92,,,,1,8,Top,,,,,424325,,150905_153912,15.985,-134.988,-9.664,1.467,28.123,-19.044,3.16,1.45,,,,92.1,2627,6,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,55,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.013
CU,9/5/15,80.9,-3.14,6.33,"Arrieta, Jake",572008,453562,,swinging_strike,,,,,14,Chris Owings flies out to right fielder Austin Jackson.,R,R,R,CHC,AZ,S,,,0,1,2015,0.78,-1.45,0.28,1.21,,,,1,8,Top,,,,,424325,,150905_153852,6.697,-117.626,-2.072,5.74,23.829,-45.237,3.16,1.45,,,,79.6,2862,5.8,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,55,2,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.035
SI,9/5/15,95.9,-2.73,6.1,"Arrieta, Jake",572008,453562,,called_strike,,,,,14,Chris Owings flies out to right fielder Austin Jackson.,R,R,R,CHC,AZ,S,,,0,0,2015,-1.19,0.84,0.98,2.05,,,,1,8,Top,,,,,424325,,150905_153835,13.519,-138.807,-7.495,-18.191,29.645,-19.989,3.16,1.45,,,,95,2375,6.2,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,55,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.025
SI,9/5/15,95.9,-2.92,6.13,"Arrieta, Jake",592273,453562,field_out,hit_into_play,,,,,6,"Brandon Drury grounds out, shortstop Addison Russell to first baseman Anthony Rizzo.",R,R,R,CHC,AZ,X,6,ground_ball,2,1,2015,-1.22,0.98,0.62,2.33,,,,0,8,Top,115.36,162.62,,,424325,,150905_153754,13.078,-138.822,-7.114,-18.412,28.55,-18.386,3.53,1.58,,82.9,-21,95.1,2410,6.2,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.08,0.076,0,1,0,0,2,54,4,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0.036,-0.263
SL,9/5/15,91.8,-3.1,6.12,"Arrieta, Jake",592273,453562,,ball,,,,,12,"Brandon Drury grounds out, shortstop Addison Russell to first baseman Anthony Rizzo.",R,R,R,CHC,AZ,B,,,1,1,2015,0.66,0.93,0.97,2.9,,,,0,8,Top,,,,,424325,,150905_153737,9.654,-133.367,-4.652,6.031,25.239,-20.381,3.53,1.58,,,,90.7,2576,5.7,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,54,3,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.048
SI,9/5/15,96.1,-2.84,6,"Arrieta, Jake",592273,453562,,ball,,,,,14,"Brandon Drury grounds out, shortstop Addison Russell to first baseman Anthony Rizzo.",R,R,R,CHC,AZ,B,,,0,1,2015,-1.2,1.11,1.64,1.43,,,,0,8,Top,,,,,424325,,150905_153721,15.69,-138.643,-9.543,-18.876,31.591,-16.083,3.53,1.58,,,,94.8,2518,6.3,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,54,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.023
SI,9/5/15,93.8,-2.79,6.3,"Arrieta, Jake",592273,453562,,called_strike,,,,,2,"Brandon Drury grounds out, shortstop Addison Russell to first baseman Anthony Rizzo.",R,R,R,CHC,AZ,S,,,0,0,2015,-1.17,1.17,0.23,3.43,,,,0,8,Top,,,,,424325,,150905_153701,11.224,-135.998,-4.543,-16.791,29.973,-17.017,3.53,1.58,,,,93,2462,6.3,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,54,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.032
SI,9/5/15,96,-3.1,5.84,"Arrieta, Jake",571875,453562,field_out,hit_into_play,,,,,13,"Cubs challenged (play at 1st), call on the field was overturned: Jake Lamb grounds out softly, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,L,R,CHC,AZ,X,1,ground_ball,2,0,2015,-0.85,1.01,-0.7,1.41,,457454,,2,7,Top,121.97,190.06,,,424325,,150905_152142,8.946,-139.229,-9.066,-12.847,27.872,-17.521,3.51,1.56,,82.9,-21,95.7,2343,6.3,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.08,0.076,0,1,0,0,2,49,3,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0.043,-0.364
CH,9/5/15,87.8,-3.34,6.09,"Arrieta, Jake",571875,453562,,ball,,,,,11,"Cubs challenged (play at 1st), call on the field was overturned: Jake Lamb grounds out softly, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,L,R,CHC,AZ,B,,,1,0,2015,-1.15,0.09,-1.1,3.5,,457454,,2,7,Top,,,,,424325,,150905_152118,8.436,-127.614,-0.374,-14.099,24.048,-31.338,3.51,1.56,,,,87.3,1563,6.1,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,49,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.037
SL,9/5/15,91.5,-3.16,6.09,"Arrieta, Jake",571875,453562,,ball,,,,,14,"Cubs challenged (play at 1st), call on the field was overturned: Jake Lamb grounds out softly, pitcher Jake Arrieta to first baseman Anthony Rizzo.",R,L,R,CHC,AZ,B,,,0,0,2015,0.34,0.33,1.29,2.52,,457454,,2,7,Top,,,,,424325,,150905_152057,11.391,-132.782,-4.13,1.736,25.894,-27.758,3.51,1.56,,,,90.6,2421,5.9,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,49,1,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.022
SL,9/5/15,91.5,-3.23,6.21,"Arrieta, Jake",457454,453562,double,hit_into_play,,,,,5,Jarrod Saltalamacchia hits a ground-rule double (11) on a fly ball to right-center field.,R,L,R,CHC,AZ,X,,fly_ball,2,2,2015,0.54,0.22,0.13,2.82,,,,2,7,Top,158.56,34.56,,,424325,,150905_151955,7.938,-133,-3.438,4.918,25.18,-29.152,3.58,1.63,375,96.1,34,90.9,2270,5.9,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.167,0.257,1.25,1,1,1,3,48,6,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,-0.03,0.225
SL,9/5/15,93,-3.34,5.96,"Arrieta, Jake",457454,453562,,foul,,,,,8,Jarrod Saltalamacchia hits a ground-rule double (11) on a fly ball to right-center field.,R,L,R,CHC,AZ,S,,,2,2,2015,0.55,0.87,0.23,1.9,,,,2,7,Top,,,,,424325,,150905_151924,8.632,-135.015,-7.031,4.926,26.963,-20.421,3.58,1.63,,,,92,2426,5.8,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,48,5,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,0
CU,9/5/15,81.1,-3.34,6.6,"Arrieta, Jake",457454,453562,,ball,,,,,11,Jarrod Saltalamacchia hits a ground-rule double (11) on a fly ball to right-center field.,R,L,R,CHC,AZ,B,,,1,2,2015,1.15,-1.01,-1.24,4.01,,,,2,7,Top,,,,,424325,,150905_151903,2.707,-117.969,3.214,9.862,27.124,-42.406,3.58,1.63,,,,80,2647,6.3,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,48,4,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.014
FF,9/5/15,96.3,-3.13,6.13,"Arrieta, Jake",457454,453562,,called_strike,,,,,2,Jarrod Saltalamacchia hits a ground-rule double (11) on a fly ball to right-center field.,R,L,R,CHC,AZ,S,,,1,1,2015,-0.15,1.37,-0.28,3.22,,,,2,7,Top,,,,,424325,,150905_151845,8.601,-139.875,-5.603,-3.886,31.551,-13.327,3.58,1.63,,,,95.5,2256,6.1,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,48,3,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.024
CH,9/5/15,89.8,-3.53,6.08,"Arrieta, Jake",457454,453562,,ball,,,,,11,Jarrod Saltalamacchia hits a ground-rule double (11) on a fly ball to right-center field.,R,L,R,CHC,AZ,B,,,0,1,2015,-1.19,0.26,-1.9,2.8,,,,2,7,Top,,,,,424325,,150905_151827,7.11,-130.543,-2.867,-14.956,26.58,-28.905,3.58,1.63,,,,88.7,1929,5.8,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,48,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.01
SL,9/5/15,91.1,-3.28,5.95,"Arrieta, Jake",457454,453562,,swinging_strike,,,,,14,Jarrod Saltalamacchia hits a ground-rule double (11) on a fly ball to right-center field.,R,L,R,CHC,AZ,S,,,0,0,2015,0.49,0.29,0.56,0.92,,,,2,7,Top,,,,,424325,,150905_151807,9.31,-132.111,-7.942,3.893,25.617,-27.415,3.58,1.63,,,,90.2,,6,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,48,1,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.016
SI,9/5/15,95.5,-3.12,5.94,"Arrieta, Jake",444482,453562,field_out,hit_into_play,,,,,9,"David Peralta grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,L,R,CHC,AZ,X,4,ground_ball,1,1,2015,-1.19,0.98,0.31,1.89,,,,1,7,Top,149.41,160.59,,,424325,,150905_151728,12.64,-138.249,-7.692,-17.955,31.75,-18.234,3.53,1.62,85,102.1,3,94.4,2167,6.2,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,0.573,0.525,0,1,0,0,4,47,3,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0.023,-0.147
CH,9/5/15,88.8,-3.43,6.14,"Arrieta, Jake",444482,453562,,ball,,,,,11,"David Peralta grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,L,R,CHC,AZ,B,,,0,1,2015,-1.31,0.35,-1.57,3.15,,,,1,7,Top,,,,,424325,,150905_151710,7.905,-129.065,-2.112,-16.117,26.939,-28.09,3.53,1.62,,,,87.8,1778,6,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,47,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.017
SI,9/5/15,95.8,-3,6.13,"Arrieta, Jake",444482,453562,,foul,,,,,4,"David Peralta grounds out, second baseman Starlin Castro to first baseman Anthony Rizzo.",R,L,R,CHC,AZ,S,,,0,0,2015,-1.29,0.81,-0.67,2.33,,,,1,7,Top,,,,,424325,,150905_151644,9.784,-138.925,-6.686,-18.612,30.414,-20.551,3.75,1.62,305,90.5,34,95.3,2254,6.4,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,47,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.025
SI,9/5/15,95.4,-3.18,6.13,"Arrieta, Jake",502671,453562,strikeout,swinging_strike,,,,,11,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,AZ,S,2,,3,2,2015,-1.28,0.72,-0.64,3.68,,,,0,7,Top,,,,,424325,,150905_151614,10.346,-138.512,-2.592,-18.576,30.504,-22.614,3.49,1.61,,,,95,2126,6.4,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,0,1,0,0,,46,7,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0.033,-0.29
SL,9/5/15,91.8,-3.38,6.13,"Arrieta, Jake",502671,453562,,foul,,,,,12,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,AZ,S,,,3,2,2015,0.42,0.68,0.23,3.73,,,,0,7,Top,,,,,424325,,150905_151546,8.935,-133.512,-1.807,3.073,28.152,-23.928,3.49,1.61,,,,90.9,2468,5.9,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,46,6,Slider,2,0,0,2,0,2,0,2,Standard,Standard,,0,0
CH,9/5/15,88.5,-3.26,6.41,"Arrieta, Jake",502671,453562,,ball,,,,,11,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,AZ,B,,,2,2,2015,-1.34,0.06,-0.77,5.13,,,,0,7,Top,,,,,424325,,150905_151526,9.589,-128.508,3.094,-16.611,24.902,-32.336,3.49,1.61,,,,88.1,1569,6.2,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,46,5,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.089
CU,9/5/15,83.1,-2.76,6.3,"Arrieta, Jake",502671,453562,,ball,,,,,14,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,AZ,B,,,1,2,2015,0.85,-1.14,2.25,0.39,,,,0,7,Top,,,,,424325,,150905_151501,10.615,-120.39,-5.1,5.876,25.14,-42.202,3.49,1.61,,,,80,2717,4.8,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,46,4,Curveball,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.036
SI,9/5/15,96,-2.95,6.04,"Arrieta, Jake",502671,453562,,foul,,,,,9,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,AZ,S,,,1,1,2015,-1.23,0.93,0.38,2.02,,,,0,7,Top,,,,,424325,,150905_151418,12.518,-138.93,-7.613,-18.46,30.046,-18.834,3.49,1.61,,,,95,2393,6.1,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,46,3,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,,0,-0.05
CH,9/5/15,89.6,-3,6,"Arrieta, Jake",502671,453562,,ball,,,,,14,Paul Goldschmidt strikes out swinging.,R,R,R,CHC,AZ,B,,,0,1,2015,-1.39,0.37,0.87,1.68,,,,0,7,Top,,,,,424325,,150905_151400,13.485,-129.728,-5.751,-18.379,28.599,-27.052,3.49,1.61,,,,88.5,2043,6.2,415666,453562,424325,519203,516770,595879,608365,592178,451594,457706,50,,,,,,,,46,2,Changeup,2,0,0,2,0,2,0,2,Standard,Standard,,0,0.023
