pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,5/2/15,90.1,-3.16,6.01,"Arrieta, Jake",460576,453562,,foul,,,,,12,Carlos Gomez singles on a line drive to right fielder Jorge Soler.   Martin Maldonado scores.,R,R,R,CHC,MIL,S,,,0,0,2015,0.45,0.36,0.92,2.72,,455117,,2,2,Top,,,,,471083,,150502_135016,9.956,-130.897,-3.2,3.139,25.553,-27.674,3.59,1.63,,,,89.1,2616,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,15,1,Slider,0,2,2,0,2,0,2,0,Standard,Standard,,0,-0.048
SL,5/2/15,90,-3.19,6.01,"Arrieta, Jake",571666,453562,sac_bunt,hit_into_play,,,,,8,"Mike Fiers out on a sacrifice bunt, pitcher Jake Arrieta to second baseman Addison Russell.   Martin Maldonado to 2nd.",R,R,R,CHC,MIL,X,1,ground_ball,0,1,2015,0.44,0.27,0.13,1.78,,,455117,1,2,Top,127.05,196.16,,,471083,,150502_134932,7.938,-130.786,-5.465,3.381,27.323,-28.211,3.62,1.62,,,,88.4,2544,5.6,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,0,,0,0,,14,2,Slider,0,2,2,0,2,0,2,0,Strategic,Strategic,,0.013,-0.1
SL,5/2/15,89.8,-2.99,5.98,"Arrieta, Jake",571666,453562,,missed_bunt,,,,,14,"Mike Fiers out on a sacrifice bunt, pitcher Jake Arrieta to second baseman Addison Russell.   Martin Maldonado to 2nd.",R,R,R,CHC,MIL,S,,,0,0,2015,0.45,0.02,0.94,1.01,,,455117,1,2,Top,,,,,471083,,150502_134910,9.52,-130.351,-6.85,3.213,25.866,-30.836,3.62,1.62,,,,88.3,2410,5.6,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,14,1,Slider,0,2,2,0,2,0,2,0,Strategic,Strategic,,0,-0.043
FF,5/2/15,95.4,-2.8,6,"Arrieta, Jake",467143,453562,strikeout,swinging_strike,,,,,13,Hector Gomez strikes out swinging.,R,R,R,CHC,MIL,S,2,,0,2,2015,-0.64,1.22,-1.34,1.79,,,455117,0,2,Top,,,,,471083,,150502_134832,5.719,-138.489,-8.693,-9.509,34.561,-14.908,3.62,1.55,,,,93.8,2297,6,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,0,1,0,0,,13,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0.025,-0.235
SI,5/2/15,95.3,-2.75,6.01,"Arrieta, Jake",467143,453562,,swinging_strike,,,,,13,Hector Gomez strikes out swinging.,R,R,R,CHC,MIL,S,,,0,1,2015,-1,1.11,-1.17,1.16,,,455117,0,2,Top,,,,,471083,,150502_134807,6.891,-138.15,-10.309,-14.142,29.402,-16.11,3.62,1.55,,,,94.6,2333,6.2,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,13,2,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,,0,-0.067
SI,5/2/15,94.5,-2.79,6.07,"Arrieta, Jake",467143,453562,,called_strike,,,,,8,Hector Gomez strikes out swinging.,R,R,R,CHC,MIL,S,,,0,0,2015,-1.15,0.92,-0.15,1.61,,,455117,0,2,Top,,,,,471083,,150502_134745,10.185,-136.888,-8.526,-16.484,30.411,-19.064,3.65,1.55,,,,93.4,2290,6.1,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,13,1,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,,0,-0.049
FF,5/2/15,94.9,-2.98,6.04,"Arrieta, Jake",455117,453562,single,hit_into_play,,,,,4,Martin Maldonado singles on a soft fly ball to center fielder Dexter Fowler.,R,R,R,CHC,MIL,X,8,fly_ball,3,1,2015,-0.86,1.21,-0.3,2.28,,,,0,2,Top,118.41,113.33,,,471083,,150502_134704,9.651,-137.668,-7.267,-13.144,35,-15.533,3.42,1.48,226,67.6,36,92.9,2289,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,0.653,0.638,0.9,1,1,0,4,12,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,-0.027,0.225
SI,5/2/15,93.8,-2.73,5.99,"Arrieta, Jake",455117,453562,,ball,,,,,14,Martin Maldonado singles on a soft fly ball to center fielder Dexter Fowler.,R,R,R,CHC,MIL,B,,,2,1,2015,-1.13,1.05,0.58,1.19,,,,0,2,Top,,,,,471083,,150502_134645,11.932,-135.657,-9.66,-16.116,24.99,-17.644,3.26,1.52,,,,93.6,2196,6.3,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,12,4,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.111
CU,5/2/15,79.2,-2.76,6.43,"Arrieta, Jake",455117,453562,,ball,,,,,14,Martin Maldonado singles on a soft fly ball to center fielder Dexter Fowler.,R,R,R,CHC,MIL,B,,,1,1,2015,0.69,-1.4,1.42,0.79,,,,0,2,Top,,,,,471083,,150502_134625,8.519,-114.915,-2.975,4.186,24.008,-43.939,3.23,1.48,,,,77.3,2693,5.6,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,12,3,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.048
SL,5/2/15,91.9,-2.82,6.05,"Arrieta, Jake",455117,453562,,ball,,,,,14,Martin Maldonado singles on a soft fly ball to center fielder Dexter Fowler.,R,R,R,CHC,MIL,B,,,0,1,2015,0.53,0.42,0.87,0.79,,,,0,2,Top,,,,,471083,,150502_134608,8.881,-133.255,-9.001,4.43,28.063,-25.506,3.41,1.64,,,,90.5,1701,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,12,2,Slider,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.023
FF,5/2/15,93.6,-2.82,6.25,"Arrieta, Jake",455117,453562,,swinging_strike,,,,,1,Martin Maldonado singles on a soft fly ball to center fielder Dexter Fowler.,R,R,R,CHC,MIL,S,,,0,0,2015,-0.55,1.31,-0.75,3.28,,,,0,2,Top,,,,,471083,,150502_134552,7.112,-135.914,-5.127,-8.365,31.22,-15.201,3.42,1.48,,,,92.4,2267,6,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,12,1,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0,-0.032
CU,5/2/15,81,-3.24,6.33,"Arrieta, Jake",467070,453562,field_out,hit_into_play,,,,,7,Elian Herrera lines out to left fielder Chris Denorfia.,R,L,R,CHC,MIL,X,7,line_drive,0,2,2015,0.94,-1.46,-0.65,2.14,,,452252,2,1,Top,65.05,133.65,,,471083,,150502_132927,4.347,-117.874,0.221,7.626,25.78,-45.813,3.37,1.64,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,0,,0,0,,6,3,Curveball,0,2,2,0,2,0,2,0,,,,0.017,-0.136
CH,5/2/15,89.2,-3.07,5.87,"Arrieta, Jake",467070,453562,,foul,,,,,13,Elian Herrera lines out to left fielder Chris Denorfia.,R,L,R,CHC,MIL,S,,,0,1,2015,-1.55,0.39,-0.13,0.94,,,452252,2,1,Top,,,,,471083,,150502_132853,11.333,-129.267,-7.382,-19.501,26.08,-26.545,3.37,1.64,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,6,2,Changeup,0,2,2,0,2,0,2,0,,,,0,-0.052
FF,5/2/15,94.7,-2.71,6.08,"Arrieta, Jake",467070,453562,,foul,,,,,4,Elian Herrera lines out to left fielder Chris Denorfia.,R,L,R,CHC,MIL,S,,,0,0,2015,-0.82,1.07,-0.69,2.44,,,452252,2,1,Top,,,,,471083,,150502_132826,7.682,-137.433,-6.651,-11.941,30.509,-17.484,3.37,1.64,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,6,1,4-Seam Fastball,0,2,2,0,2,0,2,0,,,,0,-0.035
SL,5/2/15,91.3,-3.01,6.06,"Arrieta, Jake",501981,453562,strikeout,foul_tip,,,,,5,Khris Davis strikes out on a foul tip.,R,R,R,CHC,MIL,S,2,,2,2,2015,0.45,0.28,-0.27,2.16,,,452252,1,1,Top,,,,,471083,,150502_132751,6.467,-132.761,-4.9,3.979,26.213,-28.149,3.42,1.51,,,,90.3,2330,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,0,1,0,0,,5,6,Slider,0,2,2,0,2,0,2,0,Standard,Standard,,0.021,-0.236
FF,5/2/15,95,-2.82,6.06,"Arrieta, Jake",501981,453562,,foul,,,,,4,Khris Davis strikes out on a foul tip.,R,R,R,CHC,MIL,S,,,2,2,2015,-0.81,1.44,-0.39,2.27,,,452252,1,1,Top,,,,,471083,,150502_132720,8.855,-137.842,-8.002,-12.269,32.442,-12.45,3.42,1.51,,,,94,2325,6.2,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,5,5,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0,0
SI,5/2/15,94.9,-2.75,6.07,"Arrieta, Jake",501981,453562,,foul,,,,,5,Khris Davis strikes out on a foul tip.,R,R,R,CHC,MIL,S,,,2,1,2015,-0.83,0.79,0.18,2.49,,,452252,1,1,Top,,,,,471083,,150502_132648,10.311,-137.654,-5.825,-12.709,29.689,-21.179,3.42,1.51,,,,93.7,2171,5.9,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,5,4,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,,0,-0.083
SL,5/2/15,91.5,-2.89,5.92,"Arrieta, Jake",501981,453562,,blocked_ball,,,,,14,Khris Davis strikes out on a foul tip.,R,R,R,CHC,MIL,B,,,1,1,2015,0.45,0.19,0.89,0.74,,,452252,1,1,Top,,,,,471083,,150502_132621,9.29,-132.811,-8.191,3.366,27.081,-28.554,3.42,1.51,,,,90.6,2511,6,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,5,3,Slider,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.048
SL,5/2/15,92,-3.21,6.02,"Arrieta, Jake",501981,453562,,called_strike,,,,,6,Khris Davis strikes out on a foul tip.,R,R,R,CHC,MIL,S,,,1,0,2015,0.32,0.52,0.42,2.22,,,452252,1,1,Top,,,,,471083,,150502_132557,9.235,-133.687,-5.325,1.948,27.36,-25.082,3.47,1.51,,,,90.7,2389,5.7,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,5,2,Slider,0,2,2,0,2,0,2,0,Standard,Standard,,0,-0.05
CU,5/2/15,81.4,-2.75,6.3,"Arrieta, Jake",501981,453562,,blocked_ball,,,,,14,Khris Davis strikes out on a foul tip.,R,R,R,CHC,MIL,B,,,0,0,2015,0.63,-1.53,1.16,0.78,,,452252,1,1,Top,,,,,471083,,150502_132531,8.205,-118.132,-2.928,3.923,25.83,-45.753,3.16,1.47,,,,79.3,2781,5.5,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,5,1,Curveball,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.032
SI,5/2/15,95.7,-2.96,6.06,"Arrieta, Jake",452252,453562,walk,ball,,,,,13,Adam Lind walks.,R,L,R,CHC,MIL,B,,,3,1,2015,-1.1,0.91,-1.71,1.91,,,,1,1,Top,,,,,471083,,150502_132445,6.239,-138.937,-7.969,-15.385,28.339,-19.049,3.49,1.52,,,,95.4,2298,6.2,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,0.7,1,0,0,,4,5,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,,-0.019,0.156
SL,5/2/15,91.9,-3.34,6.25,"Arrieta, Jake",452252,453562,,ball,,,,,11,Adam Lind walks.,R,L,R,CHC,MIL,B,,,2,1,2015,0.51,0.34,-1.01,3.81,,,,1,1,Top,,,,,471083,,150502_132426,5.235,-133.82,-1.182,5.039,25.664,-28.134,3.35,1.49,,,,91,2466,5.7,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,4,4,Slider,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.075
FF,5/2/15,95.3,-3.01,6.21,"Arrieta, Jake",452252,453562,,ball,,,,,11,Adam Lind walks.,R,L,R,CHC,MIL,B,,,1,1,2015,-0.97,1.17,-1.51,2.73,,,,1,1,Top,,,,,471083,,150502_132409,6.617,-138.41,-6.573,-13.774,30.565,-16.074,3.32,1.41,,,,94,2319,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,4,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.031
CH,5/2/15,90.1,-3.25,5.98,"Arrieta, Jake",452252,453562,,ball,,,,,13,Adam Lind walks.,R,L,R,CHC,MIL,B,,,0,1,2015,-1.71,-0.06,-1.69,1.12,,,,1,1,Top,,,,,471083,,150502_132353,8.107,-130.842,-6.381,-21.068,28.282,-31.72,3.46,1.52,,,,89.3,2135,6.2,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,4,2,Changeup,0,2,2,0,2,0,2,0,Standard,Standard,,0,0.017
SI,5/2/15,95.7,-2.77,6.12,"Arrieta, Jake",452252,453562,,called_strike,,,,,13,Adam Lind walks.,R,L,R,CHC,MIL,S,,,0,0,2015,-0.98,1.07,-0.95,1.79,,,,1,1,Top,,,,,471083,,150502_132340,7.593,-138.784,-8.824,-14.217,29.388,-16.784,3.52,1.47,,,,94.4,2384,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,4,1,Sinker,0,2,2,0,2,0,2,0,Standard,Standard,,0,-0.025
SI,5/2/15,95.2,-2.77,6.12,"Arrieta, Jake",460075,453562,home_run,hit_into_play,,,,,5,Ryan Braun homers (5) on a line drive to center field.   Jean Segura scores.,R,R,R,CHC,MIL,X,,line_drive,0,0,2015,-1.06,0.84,-0.03,2.79,,,516416,1,1,Top,108.25,28.46,,,471083,,150502_132248,10.356,-138.104,-5.339,-15.641,28.806,-20.62,3.64,1.7,421,102.7,25,94.2,2239,5.9,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,0.88,1.628,2,1,0,3,6,3,1,Sinker,0,0,0,0,2,0,2,0,Strategic,Standard,,-0.174,1.727
SI,5/2/15,95.2,-3.02,6.07,"Arrieta, Jake",516416,453562,single,hit_into_play,,,,,11,"Jean Segura singles on a ground ball to center fielder Dexter Fowler, deflected by second baseman Addison Russell.",R,R,R,CHC,MIL,X,4,ground_ball,3,2,2015,-1.06,1.01,-0.88,2.99,,,,1,1,Top,125.52,134.67,,,471083,,150502_132154,8.65,-138.244,-5.039,-15.344,29.652,-18.553,3.36,1.53,144,78.5,10,94,2256,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,0.38,0.342,0.9,1,1,0,4,2,7,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,,-0.025,0.208
SL,5/2/15,91.2,-3.05,6.37,"Arrieta, Jake",516416,453562,,ball,,,,,11,"Jean Segura singles on a ground ball to center fielder Dexter Fowler, deflected by second baseman Addison Russell.",R,R,R,CHC,MIL,B,,,2,2,2015,0.51,0.3,-0.63,4.54,,,,1,1,Top,,,,,471083,,150502_132134,5.451,-132.704,0.674,5.008,24.586,-28.934,3.24,1.47,,,,90.6,,5.8,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,2,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.064
FF,5/2/15,95.2,-3.09,6.16,"Arrieta, Jake",516416,453562,,ball,,,,,11,"Jean Segura singles on a ground ball to center fielder Dexter Fowler, deflected by second baseman Addison Russell.",R,R,R,CHC,MIL,B,,,1,2,2015,-0.75,1.26,-2.13,3.02,,,,1,1,Top,,,,,471083,,150502_132118,4.578,-138.469,-5.83,-10.599,30.248,-15.089,3.36,1.53,,,,94.4,2349,6,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,2,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,,0,0.028
CU,5/2/15,81.4,-3.11,6.38,"Arrieta, Jake",516416,453562,,foul,,,,,7,"Jean Segura singles on a ground ball to center fielder Dexter Fowler, deflected by second baseman Addison Russell.",R,R,R,CHC,MIL,S,,,1,2,2015,1.01,-1.51,-0.71,1.93,,,,1,1,Top,,,,,471083,,150502_132054,3.737,-118.439,-0.329,8.376,27.293,-46.228,3.36,1.53,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,2,4,Curveball,0,0,0,0,0,0,0,0,,,,0,0
SI,5/2/15,95.6,-2.59,6.15,"Arrieta, Jake",516416,453562,,ball,,,,,12,"Jean Segura singles on a ground ball to center fielder Dexter Fowler, deflected by second baseman Addison Russell.",R,R,R,CHC,MIL,B,,,0,2,2015,-1.35,1.29,1.47,3.21,,,,1,1,Top,,,,,471083,,150502_132040,14.823,-138.26,-5.288,-20.427,30.809,-14.931,3.36,1.53,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,2,3,Sinker,0,0,0,0,0,0,0,0,,,,0,0.013
SL,5/2/15,92.3,-3,6.08,"Arrieta, Jake",516416,453562,,foul_tip,,,,,6,"Jean Segura singles on a ground ball to center fielder Dexter Fowler, deflected by second baseman Addison Russell.",R,R,R,CHC,MIL,S,,,0,1,2015,0.24,1.01,0.59,2.25,,,,1,1,Top,,,,,471083,,150502_132021,9.344,-134.011,-6.567,0.885,28.008,-18.925,3.36,1.53,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,2,2,Slider,0,0,0,0,0,0,0,0,,,,0,-0.035
FF,5/2/15,93.7,-2.73,6.17,"Arrieta, Jake",516416,453562,,called_strike,,,,,6,"Jean Segura singles on a ground ball to center fielder Dexter Fowler, deflected by second baseman Addison Russell.",R,R,R,CHC,MIL,S,,,0,0,2015,-0.35,1.26,0.42,2.59,,,,1,1,Top,,,,,471083,,150502_132008,9.645,-135.827,-6.673,-6.55,31.52,-15.557,3.47,1.53,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,,0,-0.025
SI,5/2/15,94.5,-2.94,6.19,"Arrieta, Jake",460576,453562,field_out,hit_into_play,,,,,11,Carlos Gomez pops out to second baseman Addison Russell.,R,R,R,CHC,MIL,X,4,popup,0,0,2015,-1.45,1.09,-0.86,2.76,,,,0,1,Top,146.36,160.59,,,471083,,150502_131932,9.361,-137.165,-6.003,-20.22,32.8,-17.525,3.59,1.63,,,,,,,414003,453562,471083,519203,608365,592178,516770,456121,451594,624585,50,,,0,,0,0,,1,1,Sinker,0,0,0,0,0,0,0,0,,,,0.022,-0.224
FF,4/26/15,93,-2.88,6.22,"Arrieta, Jake",446359,453562,strikeout,called_strike,,,,,12,Zack Cozart called out on strikes.,R,R,R,CIN,CHC,S,2,,0,2,2015,-0.29,1.15,0.9,2.84,,,,2,6,Bot,,,,,471083,,150426_150555,11.189,-134.986,-5.813,-5.694,26.548,-17.314,3.43,1.5,,,,93.7,2375,6.7,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,0,1,0,0,,51,3,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,-0.01,-0.06
FF,4/26/15,93.7,-2.97,6.26,"Arrieta, Jake",446359,453562,,foul,,,,,5,Zack Cozart called out on strikes.,R,R,R,CIN,CHC,S,,,0,1,2015,-0.78,1.35,0.17,2.79,,,,2,6,Bot,,,,,471083,,150426_150528,10.632,-135.892,-6.597,-11.935,30.584,-14.486,3.38,1.54,,,,93.5,2390,6.5,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,51,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,0,-0.022
FF,4/26/15,93.7,-3,6.24,"Arrieta, Jake",446359,453562,,called_strike,,,,,5,Zack Cozart called out on strikes.,R,R,R,CIN,CHC,S,,,0,0,2015,-0.72,1.52,-0.05,2.59,,,,2,6,Bot,,,,,471083,,150426_150512,9.95,-135.802,-7.543,-10.923,28.967,-12.153,3.49,1.54,,,,93.8,2357,6.6,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,51,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,0,-0.016
SL,4/26/15,87.1,-3.5,6.3,"Arrieta, Jake",407781,453562,strikeout,swinging_strike,,,,,5,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,S,2,,3,2,2015,0.99,0.17,0,2.65,,,,1,6,Bot,,,,,471083,,150426_150444,6.936,-126.621,-3.232,9.38,22.187,-29.977,3.48,1.6,,,,86.9,,6,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,0,1,0,0,,50,8,Slider,2,5,2,5,5,2,2,5,Standard,Standard,,-0.017,-0.2
SI,4/26/15,94.2,-3.32,6.05,"Arrieta, Jake",407781,453562,,foul,,,,,13,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,S,,,3,2,2015,-1.03,0.73,-1.07,1.61,,,,1,6,Bot,,,,,471083,,150426_150420,8.794,-136.561,-7.985,-14.639,28.787,-21.638,3.48,1.6,2,55.5,-36,94,2257,6.4,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,50,7,Sinker,2,5,2,5,5,2,2,5,Standard,Standard,,0,0
SL,4/26/15,89.8,-3.38,6,"Arrieta, Jake",407781,453562,,ball,,,,,14,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,B,,,2,2,2015,0.9,0.42,0.14,0.19,,,,1,6,Bot,,,,,471083,,150426_150354,7.389,-130.194,-10.03,8.908,23.106,-25.875,3.66,1.6,,,,89.4,2538,6,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,50,6,Slider,2,5,2,5,5,2,2,5,Standard,Standard,,0,0.064
FF,4/26/15,93,-3.11,6.36,"Arrieta, Jake",407781,453562,,foul,,,,,1,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,S,,,2,2,2015,-0.65,1.1,-0.31,3.49,,,,1,6,Bot,,,,,471083,,150426_150329,9.322,-135.203,-4.276,-9.922,29.156,-18.153,3.48,1.6,,,,92.8,2213,6.2,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,50,5,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,0,0
FF,4/26/15,93.9,-2.93,6.45,"Arrieta, Jake",407781,453562,,ball,,,,,12,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,B,,,1,2,2015,-0.54,1.26,0.64,4.34,,,,1,6,Bot,,,,,471083,,150426_150309,11.305,-136.244,-2.654,-9.124,29.652,-16.275,3.72,1.63,,,,93.6,2289,6.3,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,50,4,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,0,0.028
SL,4/26/15,87.1,-3.32,6.23,"Arrieta, Jake",407781,453562,,foul,,,,,5,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,S,,,1,1,2015,0.89,-0.02,0.23,2.25,,,,1,6,Bot,,,,,471083,,150426_150246,7.293,-126.602,-3.679,8.353,21.552,-31.953,3.48,1.6,,,,86.6,,5.8,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,50,3,Slider,2,5,2,5,5,2,2,5,Standard,Standard,,0,-0.039
FF,4/26/15,94.3,-2.88,6.3,"Arrieta, Jake",407781,453562,,ball,,,,,12,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,B,,,0,1,2015,-0.85,1.21,0.93,3.01,,,,1,6,Bot,,,,,471083,,150426_150231,12.747,-136.565,-5.917,-13.145,27.823,-16.096,3.72,1.67,,,,94.2,2352,6.4,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,50,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,0,0.017
FF,4/26/15,93.6,-2.95,6.28,"Arrieta, Jake",407781,453562,,called_strike,,,,,6,Marlon Byrd strikes out swinging.,R,R,R,CIN,CHC,S,,,0,0,2015,-0.71,1.66,0.36,2.59,,,,1,6,Bot,,,,,471083,,150426_150216,10.938,-135.551,-8.003,-10.869,26.432,-10.4,3.72,1.63,,,,93.7,2308,6.4,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,50,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,0,-0.025
SL,4/26/15,87.8,-3.25,6.32,"Arrieta, Jake",453269,453562,field_out,hit_into_play,,,,,5,"Brennan Boesch grounds out sharply, shortstop Starlin Castro to first baseman Anthony Rizzo.",R,L,R,CIN,CHC,X,6,ground_ball,0,1,2015,0.78,0.2,-0.13,2.4,,,,0,6,Bot,111.8,148.39,,,471083,,150426_150133,6.438,-127.607,-4.104,7.311,23.242,-29.457,3.54,1.57,149,84.6,7,87.3,2634,5.8,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,0.487,0.459,0,1,0,0,4,49,2,Slider,2,5,2,5,5,2,2,5,Standard,Standard,,-0.026,-0.192
FF,4/26/15,93.2,-2.93,6.29,"Arrieta, Jake",453269,453562,,foul,,,,,4,"Brennan Boesch grounds out sharply, shortstop Starlin Castro to first baseman Anthony Rizzo.",R,L,R,CIN,CHC,S,,,0,0,2015,-0.94,1.2,-0.54,2.2,,,,0,6,Bot,,,,,471083,,150426_150109,8.876,-135.297,-8.006,-13.173,25.618,-16.137,3.54,1.57,265,82.7,53,93.7,2336,6.5,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,,,,,,,,49,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,0,-0.032
FF,4/26/15,94.4,-3.03,6.05,"Arrieta, Jake",408252,453562,force_out,hit_into_play,,,,,13,"Brandon Phillips grounds into a force out, shortstop Starlin Castro to second baseman Addison Russell.   Joey Votto out at 2nd.    Brandon Phillips to 1st.",R,R,R,CIN,CHC,X,6,ground_ball,0,1,2015,-1.08,1.54,-0.56,1.29,430910,571740,458015,2,5,Bot,116.88,153.47,,,471083,,150426_144912,9.555,-136.697,-10.757,-15.634,32.955,-10.951,3.37,1.53,10,76,-7,94.1,2278,6.7,413917,453562,471083,519203,608365,592178,516770,458085,451594,624585,50,0.087,0.078,0,1,0,0,2,44,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Standard,Standard,,-0.087,-0.635
